trans_id,lang,translation
"http://aikataulut.hsl.fi/pysakit/fi/4170286.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4170286.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170287.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4170287.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120219.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4120219.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120220.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4120220.html"
"http://aikataulut.hsl.fi/pysakit/fi/4140203.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4140203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4140204.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4140204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640220.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4640220.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640221.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4640221.html"
"http://aikataulut.hsl.fi/pysakit/fi/4140244.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4140244.html"
"http://aikataulut.hsl.fi/pysakit/fi/4140245.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4140245.html"
"http://aikataulut.hsl.fi/pysakit/fi/4880210.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4880210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4880212.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4880212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4820210.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4820210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4820214.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4820214.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740204.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4740204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740205.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4740205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4630203.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4630203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4630204.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4630204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4950201.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4950201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4950202.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4950202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4980207.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4980207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4980218.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4980218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640292.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4640292.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640293.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4640293.html"
"http://aikataulut.hsl.fi/pysakit/fi/4980208.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4980208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4980219.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4980219.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330202.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330215.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330215.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330297.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330297.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330205.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330206.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330206.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330298.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330298.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330299.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330299.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330203.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4880204.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4880204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4880205.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4880205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860216.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4860216.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860247.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4860247.html"
"http://aikataulut.hsl.fi/pysakit/fi/4830201.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4830201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4830202.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4830202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4220212.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4220212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4220213.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4220213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4600211.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4600211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4650214.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4650214.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860201.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4860201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860202.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4860202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4100208.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4100208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810244.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4810244.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160219.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4160219.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160232.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4160232.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160299.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4160299.html"
"http://aikataulut.hsl.fi/pysakit/fi/4400203.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4400203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4400204.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4400204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4650201.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4650201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4650202.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4650202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4650204.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4650204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4650211.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4650211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4650212.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4650212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4670220.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4670220.html"
"http://aikataulut.hsl.fi/pysakit/fi/4670221.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4670221.html"
"http://aikataulut.hsl.fi/pysakit/fi/4650203.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4650203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4650221.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4650221.html"
"http://aikataulut.hsl.fi/pysakit/fi/4650222.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4650222.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860231.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4860231.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860232.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4860232.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860208.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4860208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860209.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4860209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860242.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4860242.html"
"http://aikataulut.hsl.fi/pysakit/fi/4800208.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4800208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4830223.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4830223.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120227.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4120227.html"
"http://aikataulut.hsl.fi/pysakit/fi/4180212.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4180212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4180213.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4180213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4530203.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4530203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4530204.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4530204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4320219.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4320219.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330209.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4310211.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4310211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4310212.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4310212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4850201.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4850201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4850202.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4850202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4240207.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4240207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4240208.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4240208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810221.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4810221.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940201.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4940201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940202.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4940202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940224.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4940224.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940225.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4940225.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940228.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4940228.html"
"http://aikataulut.hsl.fi/pysakit/fi/4880208.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4880208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4880211.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4880211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4320201.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4320201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4320202.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4320202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940294.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4940294.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940295.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4940295.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810232.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4810232.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810241.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4810241.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740213.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4740213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4600201.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4600201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330219.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330219.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330220.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330220.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330294.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330294.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330296.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330296.html"
"http://aikataulut.hsl.fi/pysakit/fi/4140212.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4140212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4140213.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4140213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860241.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4860241.html"
"http://aikataulut.hsl.fi/pysakit/fi/4910212.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4910212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4910213.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4910213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4720210.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4720210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4720218.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4720218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4660222.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4660222.html"
"http://aikataulut.hsl.fi/pysakit/fi/4660223.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4660223.html"
"http://aikataulut.hsl.fi/pysakit/fi/4950210.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4950210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940215.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4940215.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230208.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4230208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230209.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4230209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860243.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4860243.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860250.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4860250.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500219.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4500219.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500218.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4500218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860203.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4860203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410243.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4410243.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410244.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4410244.html"
"http://aikataulut.hsl.fi/pysakit/fi/4600205.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4600205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4600206.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4600206.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610209.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4340217.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4340217.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500203.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4500203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500204.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4500204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500209.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4500209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500210.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4500210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500223.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4500223.html"
"http://aikataulut.hsl.fi/pysakit/fi/4510207.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4510207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4510208.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4510208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4510209.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4510209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4510211.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4510211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500226.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4500226.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500214.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4500214.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500201.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4500201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500202.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4500202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810294.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4810294.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810295.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4810295.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500205.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4500205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500206.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4500206.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500213.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4500213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4750211.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4750211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4750212.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4750212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330223.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330223.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330221.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330221.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330222.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330222.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330211.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4330211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4600216.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4600216.html"
"http://aikataulut.hsl.fi/pysakit/fi/4650230.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4650230.html"
"http://aikataulut.hsl.fi/pysakit/fi/4510224.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4510224.html"
"http://aikataulut.hsl.fi/pysakit/fi/4520221.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4520221.html"
"http://aikataulut.hsl.fi/pysakit/fi/4520224.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4520224.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120286.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4120286.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120289.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4120289.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810245.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4810245.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810246.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4810246.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810204.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4810204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810205.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4810205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4530221.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4530221.html"
"http://aikataulut.hsl.fi/pysakit/fi/4530238.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4530238.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120288.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4120288.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120291.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4120291.html"
"http://aikataulut.hsl.fi/pysakit/fi/4530205.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4530205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4800203.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4800203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4800204.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4800204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4130225.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4130225.html"
"http://aikataulut.hsl.fi/pysakit/fi/4750203.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4750203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4750299.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4750299.html"
"http://aikataulut.hsl.fi/pysakit/fi/4530208.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4530208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610501.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610501.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610502.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610502.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610503.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610503.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610551.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610551.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610553.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610553.html"
"http://aikataulut.hsl.fi/pysakit/fi/4630225.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4630225.html"
"http://aikataulut.hsl.fi/pysakit/fi/4630226.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4630226.html"
"http://aikataulut.hsl.fi/pysakit/fi/4620235.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4620235.html"
"http://aikataulut.hsl.fi/pysakit/fi/4620231.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4620231.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610207.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610245.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610245.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610246.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610246.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610247.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610247.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610248.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610248.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610249.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610249.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610250.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610250.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610251.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610251.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610252.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610252.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610253.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610253.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610254.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610254.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610255.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4610255.html"
"http://aikataulut.hsl.fi/pysakit/fi/4630207.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4630207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4630208.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4630208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4630223.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4630223.html"
"http://aikataulut.hsl.fi/pysakit/fi/4630224.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4630224.html"
"http://aikataulut.hsl.fi/pysakit/fi/4210222.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4210222.html"
"http://aikataulut.hsl.fi/pysakit/fi/4210231.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4210231.html"
"http://aikataulut.hsl.fi/pysakit/fi/4210233.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4210233.html"
"http://aikataulut.hsl.fi/pysakit/fi/4200207.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4200207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4200208.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4200208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4530231.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4530231.html"
"http://aikataulut.hsl.fi/pysakit/fi/4530232.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4530232.html"
"http://aikataulut.hsl.fi/pysakit/fi/4520237.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4520237.html"
"http://aikataulut.hsl.fi/pysakit/fi/4520238.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4520238.html"
"http://aikataulut.hsl.fi/pysakit/fi/4400213.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4400213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4400214.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4400214.html"
"http://aikataulut.hsl.fi/pysakit/fi/4620211.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4620211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4620212.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/4620212.html"
